,Texto,Polaridad
7027,en la tele no hay fiestas que valgan xurlx,N
7028,acabo de ver un documental impecable formalmente interesantísimo y emocionante:@elmaldelcerebro xurlx os lo recomiendo,P+
7029,día de descanso xurlx,P
7030,nos tratan como a malos alumnos todo el día hablando de hacer los deberes cuando quieren decir que renunciemos a nuestros derechos,N+
7031,solo em si incluyen más oferta me da un síncope @mgaryxnumx pregunta sobre la oferta orbyt solo em o resto prensa orbyt gracias,NONE
7032,aun no hemos llegado a eso pero estamos cerca :))@emiliodrio enhorabuena por las cifras de orbyt @cultrun xurlx,P+
7033,(y de paso que azote a las olas) el psoe exige a rajoy que desautorice a sarkozy por sus palabras sobre españa xurlx,N+
7034,el tamaño de españa un pequeño problema econominvestors dump euro and risky bonds as fears about spain intensify xurlx,N
7035,parador de lerma burgos xurlx,NONE
7036,todo mi cariño y mi admiración por @adelautrera leo aquí tristes comentarios machistas contra ella ni caso adela eres valiente,P
7037,el swansea es de los que mejor juega al futbol en la premier pero que golazo acaba de meter cisse,P+
7038,y con sayal de nazareno @elopositorxnumx viendo sus reacciones parece ser que el orbyt a xnumx esta siendo su vía crucis particular ;) jejej,P+
7039,y si llueve -a ver no pasa nada si llueve lo q cae es agua no fuego hno mayor cristo expiracion,NEU
7040,@garcia_abadill @mercedescoello tienen una comida tan típica y buena y muchos sitios desconocidos todavïa menos mal,P+
7041,un f-xnumx estadounidense se estrella en una zona residencial en virginia beach en el estado de virginia (eeuu),N+
7042,en orihuela el demonio también tiene procesión xurlx,NEU
7043,uff ni idea rt @valesanzxnumx @alejandrosanz donde fue esta foto :) xurlx,NONE
7044,otro tapón de plástico #vivaelcorchodeextremadura xurlx,NONE
7045,rt @ostwitting rt @hermanntertsch:las sillas vacías de xnumx muertos hoy recordemos que lo peor es siempre posibley evitarlo también,N+
7046,religión xnumx:la iglesia se vuelca en las redes sociales para rejuvenecer su feligresía #portadaepc de sábado de pasiónxurlx,P
7047,la puse en mi facebook ;) rt @momiasanzera @alejandrosanz y la foto del camerinooaa ( hola alee (:,P+
7048,servitas #cofradiasmlg #malaga @ centro historico de málaga xurlx xurlx,NONE
7049,con la entrada de la o terminó el viernes stomañana el sol servitas sto entierro y la trinidaden @giraldatv volvems a las xnumx:xnumxhnos vems,NONE
7050,@fgarea yo también regreso hoy al tajo atravesando a toda velocidad el campo andaluz,NONE
7051,buenos dias lagarde (fmi) avisa de que grecia puede quebrar y salir del eurola amenaza ya se conoce pero la receta para evitarlo,N+
7052,un timo kiosko y mas para leer periódicos como abc el país y otros tres días sin poder entrar a la aplicación nadie se responsabiliza,N+
7053,la ertzaintza investiga si el herido tras el partido del athletic sufrió un pelotazo - xurlx,N+
7054,creo que hace años que no dormía xnumx horas buenos días ;-)),P+
7055,de guindos anuncia en alemania nuevos recortes en educación y sanidad cuándo va a explicar a los españoles ese plan xurlx,N+
7056,hermoso día de abriliembre en la siberia mesetaria,P+
7057,interesantes declaraciones de luis de guindos en frankfurter allgemeine ahora reformas en sanidad y en educación xurlx,P+
7058,que un restaurante tarde xnumx min en tomarte nota y otros xnumx en servirlo es slow food o es una tomadura de pelo,N
7059,a merendar #chatidieta xurlx,NONE
7060,sarkozy lleva ya tres día hoy le pen también sacude a españa va a contestarles el gobiernoaa,N
7061,en el imperio del balompié nunca se pone el gol,P
7062,no pudo ser rt @mangeliso como el barsa se confie se deja dos puntos como mínimo en la romareda que lo haga que lo haga,N
7063,el triunfo del barça obliga al madrid a ganar mañana a un equipo tan en forma como el valencia un tercio de la liga va en ese partido,P+
7064,eran casi las xnumx h de aquel sábado santo hace xnumx años rufino abrió la puerta en aquella reunión clandestina han legalizado el partido,P+
7065,gran entrevista a carrillo en el xnumx aniv d la legalización del pce el partido fundamental de la resistencia y el logro de la democracia,P+
7066,@palomacervilla perdona he querido decir el friki el ipad escribe lo que le da la gana,NEU
7067,recomendacion a los doberman propsoe q meten miedo con la sanidad leer declaraciones ministra xurlx,P
7068,momento bautismo en la catedral de la almudena xurlx,NONE
7069,se necesitan + pelis cmo intocable y menos empalagosas del tipo todos los días de mi vida la primera es genial buen rollo positiva risas,P+
7070,eurovegas críticas desmedidas hacia un proyecto a valorar vã­a @elmundo_orbyt xurlx,NEU
7071,buenos días domingo de resurrección buen día para decidir seguir a jesús el único que puede salvar de tus pecados,P+
7072,buen domingo de pascua espero que os guste mi balcón de tigrekan a mi me gusta que hoy se acaba al fin el escarnio de orbyt a xnumx€,NEU
7073,domingo de resurrección radiante día de primavera lleno de sol bd xurlx,P+
7074,couso se pondrá el tiempo amarillo sobre su fotografía (miguel hernandez) un abrazo a la familia,N
7075,con el pollo que montaré mañana verás como no@merpiera @antoniocamunas siguiendo una lógica aplastante en verano la oferta será a xnumx€,N
7076,felices pascuas para todos happy easter to all buona pasqua a tutti,P+
7077,el cervantes #malaga #igersmalaga #boqueronlandia @ teatro cervantes xurlx,NONE
7078,otro más otro más grr bienvenido gonzalo @gonzalofjimenez @pedroj_ramirez pues nada un orbytero más casi no me entero,P+
7079,felices pascuas para todos happy easter to all,P+
7080,desde aqui decir para todo que lo pueda leer que mejor no ir nunca mas a esta discoteca indignante lo que nos han echo,N+
7081,ahora si la gente se lo paso de arte y yo igual la gente de antequera increible lo unico la falta de respeto por parte de la sala,N+
7082,toda la familia real va a misa pero a los duques de palma (arena) no les dejan ir siguen la penitencia el día de resurrección,N+
7083,ahora después de comer tengo que planchar#yoconfieso que odio planchar ;-(,N
7084,que maravilla rt @rinxolsxnumx_xnumx llac puigcerdà xurlx,P
7085,son para plantar la mollera de @mendimendixnumx poco amueblada últimamente @josemanuel_ros @pilarggranja muy bonitos pensamientos,NEU
7086,apagué encendí y restaure red y parece que va mejor mil gracias a todos,P+
7087,sigo en mis trece cabezón o perseverante a día de hoy y al margen del resultado clemente sigue de parapeto de la directiva del sporting,N
7088,es significativo que los sacrificios a tutatis padre de la tribu empezaran metiendo a los cautivos en un barril de cerveza,NEU
7089,q bueno @mendimendixnumx disfruta como después del comment de mendi estará deseosa le dejo ese informe so good ;-) xurlx,P
7090,paul preston pondrá en su sitio al franco de luis suárez (@jesusmiguel desveló en público el vergonzoso engendro de la rah),NEU
7091,impresionante las vistas por dentro del nicho del buda y mucho vértigo #afganistán #bamiyán xurlx,P+
7092,valenciano el psoe tendrá la plantilla que pueda pagar aplicará la reforma laboral,N
7093,gracias a todos aunque no os lo creais sonrío bastante la fe mueve mas que montañas ;-),P+
7094,final de infarto en #qatar vamos jorge @lorenzoxnumx,P
7095,mañana también a @partidopodrido os espero en @buruagacope a partir de las xnumx:xnumx donde nos gusta estar,P
7096,ojalá charo bienvenida @charolarrea casi no llego pero ya está ya me he suscrito a orbyt ahora sólo falta que gane el madrid ;-),P+
7097,vale recibido gracias a tod@s,P
7098,a xnumx del final real madrid xnumx-xnumx valencia esto se pone feo,N
7099,ojiplática (quería decir) desquiciado rt @guerraeterna el momentazo de pepe y arbeloa xurlx,NEU
7100,partidazo a pesar de que al madrid le tocará sufrir,P+
7101,xurlx - un trozo de sin mirar atrás acústico en cáceres,NONE
7102,me voy a dormir más tranquilo sabiendo que según el pp no habrá recortes sino ajustes mañana será otro día y entonces se liarán a hachazos,N+
7103,aquí estoy leyendo sus mensajes gracias a todos por estar y recibir la seal,P
7104,iberia cancela hoy xnumx vuelos x huelga pilotosprotestan x creación iberia express han programado paros los lunes y viernes hasta xnumx julio,N+
7105,pues ya en @crackoviadetvxnumx y hoy una d roncero;) y semana intensa con vuelta a la gira #yeswespainisdifferent :salamanca,NONE
7106,buenos días,P
7107,el programa de reformas es espectacular pero no hay recortes espectaculares q acompañen españa:xnumxaeropuertos alemania:xnumx así no salimos,N
7108,#momento reunión para @telediariointer de las xnumx hasta luego,NONE
7109,buenos dias amigos hoy empezamos el dia muy animados un poquito de gym y esta noche #quitateeltop en gh abrazos,P+
7110,eufemismos guindos aunque el copago sanitario lo vistan de pago progresivo copago se quedaxurlx vía @elperiodico_cas,N+
7111,desarrollan el primer nanomedicamento para tratar el #cancer en humanos #salud - xurlx,P+
7112,el pp tira la piedra y esconde la mano de guindos anuncia nuevos gestos de pleitesía en al ue mediante reformas en sanidad y educación,N+
7113,el gobierno reacciona intervencion de rajoy en abierto el miércoles xra explicar los recortes a los diputados del pp,NEU
7114,en las palmas de gran canaria a punto de comenzar encuentro con junta directiva de @confecan,NONE
7115,el pp niega la mayor sobre el copago sanitario y asegura la gratuidad (vía pago de impuestos) se compromete a liquidar la deuda,N
7116,rbca rajoy sembró dudas sobre la económia española y de ahí l desconfianza de los mercados y de europa,N+
7117,a los q nos han llevado a una situación en la q se hace insostenible el estado de bienestar solo se les ocurre criticar sin dar soluciones,N
7118,es de guindos un outsider en el gobierno,NEU
7119,el mismo barco #generacionxnumx @diputacionmlg #malaga xurlx,NONE
7120,por cierto ayer estuve con @gesioh y ya está ultimando los detalles de mi nuevo avatar muy jefe os gustará,P+
7121,cuatro muertos al incendiarse una chabola en bcn noticia vídeo y análisis del nuevo barraquismo en @elperiodico_casxurlx,N+
7122,radio de la buena buena buena @apropios_rne,P+
7123,cospedal es una presidenta extraordinaria y muy muy muy buena persona - xurlx,P+
7124,llamábamos el calabozo a las cortes de castilla-la mancha nos daban un trato indigno - xurlx,N
7125,la junta electoral niega el recurso de foro y mantiene el resultado de asturias xurlx,N
7126,tranquilos por muy mal que se pongan las cosas seguro que viene pepe y lo arregla en dos patás,NEU
7127,con una orquesta que desafina -rajoy a lo suyo el psoe con el no a todo iu en la prehistoria- qué nos salva,N+
7128,profundo malestar en el gob con floriano el vicesecretario de un partido no es quien xa enmendar la plana a un ministro,N+
7129,rt @loulancho hoy a las xnumx con @abarcelohxnumx hablamos con @sevillajordi y @cesarcalderon sobre la desafección políticahay otras ideas,NONE
7130,esta noche en el gato al agua os espero a todos,P
7131,en la sala de espera del médico comentando el recorte en sanidad parece un sainete de arniches o un esperpento #donlatinoaliveandkicking,N+
7132,nueva ley general de la discapacidad xurlx,NONE
7133,gracias colombia @nanyfloreza la señalde @juanes es #xnumx en la radio en colombia por cuarta semana consecutiva,P+
7134,psoe pide comparecencia de rajoy en pleno del #congreso para que explique qué va a hacer con sanidad y educación,NONE
7135,estaremos allí en noviembre @gb_media @juanes @luchoob y por switzerlandaa te escuchan mucho en #zürich,NONE
7136,mañana participo en la visita que su alteza real el príncipe de asturias realizará al escuadrón de apoyo al (cont) xurlx,NONE
7137,+delomismo:xnumx el @psoe metía miedo con las reformas del pp y se encontró xnumx un país solvente ycon bienestar social xurlx,NEU
7138,claro venezuela es parte de mi @ejgcxnumx @juanes pana tienen pensado visitar venezuelaa esta en sus planesaa,P+
7139,saludos a todos los fans en chile @jmacjohis @juanes recibimos la señal aquí en chile muy orgullosa de escucharte en la radio,P+
7140,gracias xnumx) usa runido francia e italia las de +visualizaciones pero tb arabia saudí australia nepal o la antártida visitaron@giraldatv,P+
7141,así es será gira acústica intima @erwingcaspersen @juanes la gira tendrá la misma atmosfera acústica del unplugged,NONE
7142,gracias xnumx) la app para móviles isemana santa superó las xnumx descargas gratuitas en xnumx países y más de xnumx conexiones en móviles,P+
7143,gracias xnumx) por elegirnos esta #ssantaxnumx x los + de xnumx correos electrónicos enviados y x batir todos los récords en #sevillahoy@giraldatv,P+
7144,a ver si lo entiendo:reunión de urg cn wert y mato luego con windows montoro y soraya para hacer nota d prensa q te remite a final d abril,N
7145,el pp aplica el rodillo y lamina las enmiendas de los grupos para sacar adelante a toda prisa la ley de estabilidad otro brindis al mercado,N+
7146,pedimos la comparecencia urgente del pte rajoy y que explique a los representantes del pueblo por qué incumple lo que prometió en campaña,N+
7147,con @sergio_dalma jaja xurlx,NONE
7148,es razonable tener un presupuesto de televisiones publicas de mas d xnumxm€año es un tercio pib d zimbabue hay duplicidades muy fuerte,N+
7149,he intentado coger un pan y el camarero me ha dicho que no lo toque sólo pretendía tocar el mío #elrollonoeraquenolostoqueél #humillatio,N
7150,con una central d compras d medicamentos no ahorras xnumxm€ ni de broma en sanidad hay q debatir d ingresos @hermanntertsch @gato_directo,N
